timestamp,module index,wheel velocity,module angle,x_hat azimuth,x_hat azimuth velocity,x_hat wheel velocity,observer x_hat azimuth,observer x_hat azimuth velocity,observer x_hat wheel velocity,error azimuth,error azimuth velocity,error wheel velocity,next reference azimuth,next reference azimuth velocity,next reference wheel velocity,reference azimuth,reference azimuth velocity,reference wheel velocity,lo next voltage,hi next voltage,module speed setpoint,module angle setpoint
1636826041.3059602,0,0.0,-0.04595670086657577,0.3168214043305747,0.8404261079458566,0.5013113958746902,0.3168214043305747,0.8404261079458566,0.5013113958746902,-0.3168214043305747,-0.8404261079458566,-0.5013113958746902,0.0,0.8278770768348966,0.0,0.0,0.8404261079458566,0.0,0.2543468360483805,-0.0636434471817372,0.0,0.0
1636826041.3256667,0,0.0,-0.04595670086657577,0.316812673716278,0.8445433246455448,0.5107215608920659,0.316812673716278,0.8445433246455448,0.5107215608920659,-0.316812673716278,-0.8445433246455448,-0.5107215608920659,0.0,0.8404261079458566,0.0,0.0,0.8445433246455448,0.0,0.2562763970839401,-0.06345311420623453,0.0,0.0
1636826041.3457022,0,0.0,-0.04595670086657577,0.31682426050070917,0.8458923073557789,0.5136992542312465,0.31682426050070917,0.8458923073557789,0.5136992542312465,-0.31682426050070917,-0.8458923073557789,-0.5136992542312465,0.0,0.8445433246455448,0.0,0.0,0.8458923073557789,0.0,0.2569283798100461,-0.0633620250943517,0.0,0.0
1636826041.388649,0,0.0,-0.04595670086657577,0.3168612235546061,0.8464796037867378,0.5149891044452134,0.3168612235546061,0.8464796037867378,0.5149891044452134,-0.3168612235546061,-0.8464796037867378,-0.5149891044452134,0.0,0.8463345844417399,0.0,0.0,0.8464796037867378,0.0,0.2572104779838036,-0.06332145791086691,0.0,0.0
1636826041.4055736,0,0.0,-0.04595670086657577,0.31688036644336326,0.8465271566980042,0.5150934394861156,0.31688036644336326,0.8465271566980042,0.5150934394861156,-0.31688036644336326,-0.8465271566980042,-0.5150934394861156,0.0,0.8464796037867378,0.0,0.0,0.8465271566980042,0.0,0.25723329501183534,-0.06331815784199911,0.0,0.0
1636826041.4257143,0,0.0,-0.04595670086657577,0.31689896401400025,0.8465427511907099,0.5151276224791592,0.31689896401400025,0.8465427511907099,0.5151276224791592,-0.31689896401400025,-0.8465427511907099,-0.5151276224791592,0.0,0.8465271566980042,0.0,0.0,0.8465427511907099,0.0,0.25724077153194813,-0.06331707029213299,0.0,0.0
1636826041.4464276,0,0.0,-0.04595670086657577,0.31691688085965397,0.8465478667023733,0.5151388047274056,0.31691688085965397,0.8465478667023733,0.5151388047274056,-0.31691688085965397,-0.8465478667023733,-0.5151388047274056,0.0,0.8465427511907099,0.0,0.0,0.8465478667023733,0.0,0.25724321833800323,-0.06331670848406937,0.0,0.0
1636826041.4660933,0,0.0,-0.04595670086657577,0.31686175911792197,0.8466859483070279,0.5128137458647195,0.31686175911792197,0.8466859483070279,0.5128137458647195,-0.31686175911792197,-0.8466859483070279,-0.5128137458647195,0.0,0.8465478667023733,0.0,0.0,0.8466859483070279,0.0,0.2567486974724053,-0.06289845337339789,0.0,0.0
1636826041.485586,0,0.0,-0.04595670086657577,0.3168843326871165,0.8466020144111757,0.5151408435619493,0.3168843326871165,0.8466020144111757,0.5151408435619493,-0.3168843326871165,-0.8466020144111757,-0.5151408435619493,0.0,0.8466859483070279,0.0,0.0,0.8466020144111757,0.0,0.25723773845387854,-0.06329670052288869,0.0,0.0
1636826041.5060863,0,0.0,-0.04595670086657577,0.3169032461858327,0.8465676171324772,0.5151769946928353,0.3169032461858327,0.8465676171324772,0.5151769946928353,-0.3169032461858327,-0.8465676171324772,-0.5151769946928353,0.0,0.8466020144111757,0.0,0.0,0.8465676171324772,0.0,0.2572513048444408,-0.06331462316559817,0.0,0.0
1636826041.5254638,0,0.0,-0.04595670086657577,0.3168487821309403,0.8466924369532687,0.5128277917572305,0.3168487821309403,0.8466924369532687,0.5128277917572305,-0.3168487821309403,-0.8466924369532687,-0.5128277917572305,0.0,0.8465676171324772,0.0,0.0,0.8466924369532687,0.0,0.2567517560989425,-0.06289797751854,0.0,0.0
1636826041.546567,0,0.0,-0.04595670086657577,0.31687191658183994,0.8466041410888459,0.515145534013612,0.31687191658183994,0.8466041410888459,0.515145534013612,-0.31687191658183994,-0.8466041410888459,-0.515145534013612,0.0,0.8466924369532687,0.0,0.0,0.8466041410888459,0.0,0.25723876253917044,-0.0632965571706009,0.0,0.0
1636826041.5690525,0,0.0,-0.04595670086657577,0.3168913463941107,0.8465683130150369,0.5151785528795684,0.3168913463941107,0.8465683130150369,0.5151785528795684,-0.3168913463941107,-0.8465683130150369,-0.5151785528795684,0.0,0.8466041410888459,0.0,0.0,0.8465683130150369,0.0,0.25725164452911503,-0.06331458001474236,0.0,0.0
